id_paczkomat,miejscowosc,klasa_miejscowosci
SMG01M,SMEGORZÓW,wieś
SMI01M,SMIGIEL,miasto do 20 tys. mieszkańców
SMI01N,SMIGIEL,miasto do 20 tys. mieszkańców
SMI02M,SMIGIEL,miasto do 20 tys. mieszkańców
SMI02N,SMIGIEL,miasto do 20 tys. mieszkańców
SMI03M,SMIGIEL,miasto do 20 tys. mieszkańców
SMI04M,SMIGIEL,miasto do 20 tys. mieszkańców
SMK01M,SMIESZKOWO,wieś
SML01M,SEROKOMLA,wieś
SML01W,SEDZISZÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SML02W,SEDZISZÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SML03W,SEDZISZÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMM01M,STRZELCE MALE,wieś
SMN01N,SOMONINO,wieś
SMO01E,SZUMOWO,wieś
SMP01G,SOKOLÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMP01M,SOKOLÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMP01N,SOKOLÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMP02N,SOKOLÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMP03M,SEDZISZÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMP04M,SOKOLÓW MALOPOLSKI,miasto do 20 tys. mieszkańców
SMQ01M,SIEMIATKOWO,wieś
SMR01M,SMARDZEWICE,wieś
SMR02M,SMARDZEWICE,wieś
SMS01M,SAMSONÓW,wieś
SMS02M,SAMSONÓW,wieś
SMT01A,STARE MIASTO,wieś
SMT01M,STARE MIASTO,wieś
SMT01N,STARE MIASTO,wieś
SMV01M,SIEMIROWICE,wieś
SMW01N,SAMBOROWO,wieś
SMX01G,SMILOWO,wieś
SMY01M,SIEMYSL,wieś
SMZ01M,SLOMCZYN,wieś
SNA01G,SNIADOWO,wieś
SNA01M,SNIADOWO,wieś
SNC01M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC01N,SIECHNICE,miasto do 20 tys. mieszkańców
SNC01ZIH,SIECHNICE,miasto do 20 tys. mieszkańców
SNC02M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC03M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC04M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC05M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC06M,SIECHNICE,miasto do 20 tys. mieszkańców
SNC07M,SIECHNICE,miasto do 20 tys. mieszkańców
SND01A,SANDOMIERZ,wieś
SND01C,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND01HO,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND01M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND02A,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND02C,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND02M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND03M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND04M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND05M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SND06M,SANDOMIERZ,miasto 20 - 50 tys. mieszkańców
SNE01M,SIEMIANICE,wieś
SNE02M,SLUPSK,miasto 50 - 100 tys. mieszkańców
SNE03M,SIEMIANICE,wieś
SNI01W,SONINA,wieś
SNK01N,SANNIKI,wieś
SNL01C,SOKOLNIKI-LAS,wieś
SNL01M,SOKOLNIKI-LAS,wieś
SNM01M,STANISZCZE MALE,wieś
SNN01M,SIENNICA,wieś
SNN01N,SIENNICA,wieś
SNO01M,SLAWNO,wieś
SNP01M,SWINNA POREBA,wieś
SNQ01M,SOSNÓWKA,wieś
SNR01A,SWINIARSKO,wieś
SNS01N,SONSK,wieś
SNU01M,SARNÓW,wieś
SNV01G,SZRENSK,wieś
SNV02G,SZRENSK,wieś
SNW01A,SWIECIE,miasto 20 - 50 tys. mieszkańców
SNW276,SIANÓW,miasto do 20 tys. mieszkańców
SNX01D,SWIERZNO,wieś
SNX01F,SWIERZNO,wieś
SNY01M,STANY,wieś
SNZ01M,STARA NIEDZIALKA,wieś
SNZ02M,STARA NIEDZIALKA,wieś
SOA01M,SKOKÓWKA,wieś
SOB01A,SOBOLEW,wieś
SOB01M,SOBOLEW,wieś
SOC01N,SOCHOCIN,wieś
SOD01M,SZCZODRE,wieś
SOE01A,STRÓZE,wieś
SOE01M,STRÓZE,wieś
SOG01M,SZADKOWICE-OGRODZIM,wieś
SOH01M,STARE POLICHNO,wieś
SOI01G,SKOKI,miasto do 20 tys. mieszkańców
SOI01M,SKOKI,miasto do 20 tys. mieszkańców
SOI02M,SKOKI,miasto do 20 tys. mieszkańców
SOI03M,SKOKI,miasto do 20 tys. mieszkańców
SOI04M,SKOKI,miasto do 20 tys. mieszkańców
SOJ01M,SÓJKOWA,wieś
SOK01APP,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK01G,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK01M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK02M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK02N,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK03M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK04M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK05M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK06M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK07M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK08M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK09M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK10M,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK313,SOKÓLKA,miasto do 20 tys. mieszkańców
SOK921,SOKÓLKA,miasto do 20 tys. mieszkańców
SOL01A,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL01G,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL01M,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL02A,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL02M,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL03A,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL03M,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL04A,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOL04M,SOLEC KUJAWSKI,miasto do 20 tys. mieszkańców
SOM01M,SOMPOLNO,miasto do 20 tys. mieszkańców
SOM01N,SOMPOLNO,miasto do 20 tys. mieszkańców
SOM02M,SOMPOLNO,miasto do 20 tys. mieszkańców
SON01C,SKOPANIE,wieś
SON01M,SKOPANIE,wieś
SOO01M,SZÓWSKO,wieś
SOO02M,SZÓWSKO,wieś
SOP01HO,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP01M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP01N,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP02A,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP02M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP03B,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP03M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP04M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP05M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP06M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP07M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP08M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP09M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP10M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP11M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP12M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP13M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP14M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP15M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP16M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP17M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP18M,SOPOT,miasto 20 - 50 tys. mieszkańców
SOP977,SOPOT,miasto 20 - 50 tys. mieszkańców
SOQ01G,STOLEC,wieś
SOR01G,SKÓRZEC,wieś
SOR01M,SKÓRZEC,wieś
SOS01A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01D,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01F,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01G,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01H,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01HO,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS01N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02B,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02G,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02H,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS02N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS03A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS03B,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS03G,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS03M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS03N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS048,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS04A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS04B,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS04M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS04N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS05A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS05M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS05N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS06A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS06M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS06N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS07A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS07M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS07N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS08A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS08M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS08N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS09A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS09M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS09N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS10A,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS10M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS10N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS11N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS12M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS12N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS13M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS13N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS14M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS14N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS15M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS15N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS16M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS16N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS17M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS17N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS185,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS18M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS18N,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS19M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS20M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS21M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS22M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS23M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS24M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS25M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS26M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS27M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS28M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS29M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS30M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS31M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS32M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS33M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS34M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS35M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS36M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS37M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS38M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS39M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS40M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS41M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS426,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS42M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS43M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS441,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS44M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS45M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS46M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS47M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS48M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS49M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS50M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS51M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS52M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS538,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS53M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS54M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS55M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS56M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS57M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS58M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS59M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS60M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS61M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS62M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS63M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS64M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS65M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS66M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS67M,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS849,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOS976,SOSNOWIEC,miasto 200 - 500 tys. mieszkańców
SOT01M,SLOTWINA,wieś
SOU01G,SOBIEKURSK,wieś
SOV01M,STRZESZÓW,wieś
SOW01W,STRAZÓW,wieś
SOX01E,SULÓW,wieś
SOX01M,SULÓW,wieś
SOX02E,SULÓW,wieś
SOY01N,SOKOLY,wieś
SOZ01M,SOLEC-ZDRÓJ,wieś
SPA01M,SZKLARSKA POREBA,miasto do 20 tys. mieszkańców
SPA01N,SZKLARSKA POREBA,miasto do 20 tys. mieszkańców
SPA02M,SZKLARSKA POREBA,miasto do 20 tys. mieszkańców
SPA03M,SZKLARSKA POREBA,miasto do 20 tys. mieszkańców
SPC01M,STAPORKÓW,miasto do 20 tys. mieszkańców
SPC02M,STAPORKÓW,miasto do 20 tys. mieszkańców
SPC03M,STAPORKÓW,miasto do 20 tys. mieszkańców
SPE01M,SLOPNICE,wieś
SPE01N,SLOPNICE,wieś
SPG01M,STARY POZÓG,wieś
SPH01G,SPYCHOWO,wieś
SPI01M,STOPNICA,miasto do 20 tys. mieszkańców
SPK01A,SPYTKOWICE,wieś
SPK01M,SPYTKOWICE,wieś
SPL01M,SUPRASL,miasto do 20 tys. mieszkańców
SPL01N,SUPRASL,miasto do 20 tys. mieszkańców
SPL896,SUPRASL,miasto do 20 tys. mieszkańców
SPM01M,SOPOTNIA MALA,wieś
SPN01M,SLUPNO,wieś
SPN01N,SLUPNO,wieś
SPN02M,SLUPNO,wieś
SPO01A,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO01M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO01N,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO02A,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO02M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO02N,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO03A,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO03M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO03N,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO04M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO05M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPO06M,SOKOLÓW PODLASKI,miasto do 20 tys. mieszkańców
SPP01G,SEPOPOL,miasto do 20 tys. mieszkańców
SPP01M,SEPOPOL,miasto do 20 tys. mieszkańców
SPQ01M,SAPOLNO,wieś
SPR01A,SIEPRAW,wieś
SPR01G,SIEPRAW,wieś
SPR01M,SIEPRAW,wieś
SPR02M,SIEPRAW,wieś
SPS01M,STANISLAWÓW PIERWSZY,wieś
SPS02M,STANISLAWÓW PIERWSZY,wieś
SPT01A,SZEPIETOWO,miasto do 20 tys. mieszkańców
SPT01G,SZEPIETOWO,miasto do 20 tys. mieszkańców
SPT01M,SZEPIETOWO,miasto do 20 tys. mieszkańców
SPV01M,SZCZEPANOWICE,wieś
SPW01C,STAPORKÓW,miasto do 20 tys. mieszkańców
SPW01M,SYPNIEWO,wieś
SPX01M,SLUPIA POD KEPNEM,wieś
SPY01A,SPYTKOWICE,wieś
SPY01G,SPYTKOWICE,wieś
SPY01M,SPYTKOWICE,wieś
SPY02M,SPYTKOWICE,wieś
SPY03M,SPYTKOWICE,wieś
SPZ01M,SIECIASZKA PIERWSZA,wieś
SQA01M,SANKA,wieś
SQB01M,SOBIN,wieś
SQC01M,SLONECZNIK,wieś
SQD01M,SKIERDY,wieś
SQE01M,SOSNIE,wieś
SQI01M,SULKOWICE,wieś
SQI02M,SULKOWICE,wieś
SQI03M,SULKOWICE,wieś
SQK01M,SLODKÓW-KOLONIA,wieś
SQL01M,SOKOLNIKI,wieś
SQM01M,STARE MIASTO,wieś
SQN01M,SLOCIN,wieś
SQO02M,STRÓZA-KOLONIA,wieś
SQP01M,SATOPY,wieś
SQQ01M,SIEDLISKA,wieś
SQR01M,SZKARADOWO,wieś
SQS01M,STOSZOWICE,wieś
SQT01M,STUDZIENICE,wieś
SQU01M,SLUBICE,wieś
SQV01M,STAW,wieś
SQW01M,SKOWIERZYN,wieś
SQX01M,STOCZEK,wieś
SQY01M,STANOWICE,wieś
SQY02M,STANOWICE,wieś
SQZ01M,SKORCZÓW,wieś
SRB01M,STARA BIALA,wieś
SRC01A,SIERPC,miasto do 20 tys. mieszkańców
SRC01G,SIERPC,miasto do 20 tys. mieszkańców
SRC01M,SIERPC,miasto do 20 tys. mieszkańców
SRC01N,SIERPC,miasto do 20 tys. mieszkańców
SRC02A,SIERPC,miasto do 20 tys. mieszkańców
SRC02M,SIERPC,miasto do 20 tys. mieszkańców
SRC02N,SIERPC,miasto do 20 tys. mieszkańców
SRC03M,SIERPC,miasto do 20 tys. mieszkańców
SRC04M,SIERPC,miasto do 20 tys. mieszkańców
SRC05M,SIERPC,miasto do 20 tys. mieszkańców
SRC06M,SIERPC,miasto do 20 tys. mieszkańców
SRC07M,SIERPC,miasto do 20 tys. mieszkańców
SRC08M,SIERPC,miasto do 20 tys. mieszkańców
SRD01G,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD01M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD01N,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD01Q,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD02A,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD02G,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD02M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD02N,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD03A,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD03M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD03N,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD04A,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD04M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD04N,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD05A,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD05M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD06A,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD06M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD07M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD08M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD09M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD10M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD11M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD12M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD13M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD14M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD15M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD16M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD17M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRD18M,SIERADZ,miasto 20 - 50 tys. mieszkańców
SRE01A,SREM,miasto 20 - 50 tys. mieszkańców
SRE01M,SREM,miasto 20 - 50 tys. mieszkańców
SRE01N,SREM,miasto 20 - 50 tys. mieszkańców
SRE02A,SREM,miasto 20 - 50 tys. mieszkańców
SRE02M,SREM,miasto 20 - 50 tys. mieszkańców
SRE02N,SREM,miasto 20 - 50 tys. mieszkańców
SRE03A,SREM,miasto 20 - 50 tys. mieszkańców
SRE03M,SREM,miasto 20 - 50 tys. mieszkańców
SRE03N,SREM,miasto 20 - 50 tys. mieszkańców
SRE04M,SREM,miasto 20 - 50 tys. mieszkańców
SRE05M,SREM,miasto 20 - 50 tys. mieszkańców
SRE06M,SREM,miasto 20 - 50 tys. mieszkańców
SRE07M,SREM,miasto 20 - 50 tys. mieszkańców
SRE08M,SREM,miasto 20 - 50 tys. mieszkańców
SRE09M,SREM,miasto 20 - 50 tys. mieszkańców
SRE10M,SREM,miasto 20 - 50 tys. mieszkańców
SRE11M,SREM,miasto 20 - 50 tys. mieszkańców
SRE12M,SREM,miasto 20 - 50 tys. mieszkańców
SRE137,SREM,miasto 20 - 50 tys. mieszkańców
SRE13M,SREM,miasto 20 - 50 tys. mieszkańców
SRE823,SREM,miasto 20 - 50 tys. mieszkańców
SRE982,SREM,miasto 20 - 50 tys. mieszkańców
SRG01M,STAROWA GÓRA,wieś
SRG02M,STAROWA GÓRA,wieś
SRG03M,STAROWA GÓRA,wieś
SRH01M,SUROCHÓW,wieś
SRI01D,SORKWITY,wieś
SRI01M,SORKWITY,wieś
SRJ01M,STROJEC,wieś
SRK01A,SARNAKI,wieś
SRL01E,SKRWILNO,wieś
SRL01M,SKRWILNO,wieś
SRL02M,SKRWILNO,wieś
SRM01N,STROMIEC,wieś
SRN01G,SZERZYNY,wieś
SRN01M,SZERZYNY,wieś
SRO01N,SIERAKOWICE,wieś
SRP01D,STRUPINA,wieś
SRQ01M,STRZALKÓW,wieś
SRR01M,SROKOWO,wieś
SRS01M,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS01ML,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS01N,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS01ZIH,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS02M,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS03M,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS04M,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRS05M,SRODA SLASKA,miasto do 20 tys. mieszkańców
SRT01M,STARE STRACZE,wieś
SRU01M,STARA LUBIANKA,wieś
SRV01M,SKORZEWO,wieś
SRW01A,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW01G,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW01HO,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW01M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW02A,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW02M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW02N,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW03A,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW03M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW03N,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW04A,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW04M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW05M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW06M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW07M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW08M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW09M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW10M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRW11M,SRODA WIELKOPOLSKA,miasto 20 - 50 tys. mieszkańców
SRX01B,SZCZAWNO-ZDRÓJ,miasto do 20 tys. mieszkańców
